Loyalty Number,total_flights,total_distance,total_pts_acc,total_pts_red,total_cost_redeemed,months_with_flights,total_months_obs,recency_months,activity_rate,redemption_rate,h1_monthly_avg,h2_monthly_avg,activity_trend,seasonal_concentration,flights_q1,flights_q2,flights_q3,flights_q4,avg_flights_last6m,Province,Gender,Education,Salary_imputed,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,churned_formal,churned_behavioral,enrollment_date,tenure_months,loyalty_card_enc,gender_enc,enrolled_standard,churn_probability,risk_tier,risk_rank,cluster,segment
848736,27,43115,43115.0,1015,183,11,24,0.0,0.4583,0.0235,0.8333,1.2222,0.3889,0.3333,8,9,8,2,1.0,Newfoundland,Male,Bachelor,66868.0,Married,Star,7606.71,Standard,2015,7,,0,0,2015-07-01,41,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
848804,35,53504,53504.0,1585,285,12,24,2.0,0.5,0.0296,1.1667,1.5556,0.3889,0.3429,5,12,7,11,0.8333,Newfoundland,Female,College,74123.0,Married,Aurora,9517.08,Standard,2013,5,,0,0,2013-05-01,67,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
848973,34,44746,44746.0,465,84,13,24,0.0,0.5417,0.0104,0.6667,1.6667,1.0,0.2941,9,7,8,10,2.1667,Newfoundland,Male,College,74123.0,Married,Aurora,5709.23,Standard,2017,1,,0,0,2017-01-01,23,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
848998,36,58506,58506.0,474,85,14,24,4.0,0.5833,0.0081,2.0,1.3333,-0.6667,0.4167,6,15,11,4,1.1667,Ontario,Male,High School or Below,57691.0,Married,Star,6480.1,Standard,2015,10,,0,0,2015-10-01,38,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
849105,38,66535,99802.5,608,109,6,11,2.0,0.5455,0.0061,0.0,2.1111,2.1111,0.5263,4,10,20,4,4.0,Ontario,Male,Bachelor,30767.0,Married,Nova,8264.75,2018 Promotion,2018,4,,0,0,2018-04-01,8,1,0,0,0.0001,Medium,0.6197347194837785,1,New Engagers II
849178,42,47800,47800.0,1307,235,15,24,0.0,0.625,0.0273,0.8333,2.0556,1.2223,0.4286,6,4,14,18,2.6667,Ontario,Female,Bachelor,82157.0,Married,Aurora,5678.05,Standard,2016,10,,0,0,2016-10-01,26,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
849298,46,72751,72751.0,1857,334,15,24,0.0,0.625,0.0255,2.0,1.8889,-0.1111,0.3261,15,10,6,15,1.8333,New Brunswick,Female,High School or Below,71630.0,Married,Nova,11638.9,Standard,2014,10,,0,0,2014-10-01,50,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
849330,41,71245,71245.0,0,0,15,24,0.0,0.625,0.0,2.6667,1.3889,-1.2778,0.3171,13,10,10,8,1.6667,British Columbia,Male,Bachelor,64259.0,Single,Aurora,6753.43,Standard,2012,12,,0,0,2012-12-01,72,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
849415,40,47167,47167.0,0,0,14,24,3.0,0.5833,0.0,1.1667,1.8333,0.6666,0.375,10,6,15,9,1.3333,Ontario,Female,College,73135.0,Married,Star,4665.13,Standard,2014,9,,0,0,2014-09-01,51,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
849425,41,48642,48642.0,387,70,12,24,1.0,0.5,0.008,2.0,1.6111,-0.3889,0.439,7,18,12,4,1.6667,Alberta,Male,Bachelor,78636.0,Married,Star,2472.47,Standard,2014,10,,0,0,2014-10-01,50,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
849510,28,41037,41037.0,821,148,11,24,2.0,0.4583,0.02,2.1667,0.8333,-1.3334,0.5714,3,16,6,3,0.3333,Quebec,Male,College,74123.0,Single,Aurora,40440.76,Standard,2014,5,,0,0,2014-05-01,55,2,0,1,0.0005,Critical,0.9815677839517236,4,Loyal Frequent Fliers
849549,38,62113,62113.0,0,0,13,24,0.0,0.5417,0.0,0.8333,1.8333,1.0,0.3421,9,6,10,13,2.1667,Ontario,Male,Bachelor,56289.0,Married,Aurora,8260.64,Standard,2015,10,,0,0,2015-10-01,38,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
849569,6,7175,7175.0,0,0,3,24,0.0,0.125,0.0,0.0,0.3333,0.3333,0.8333,0,0,1,5,1.0,Quebec,Male,Bachelor,85573.0,Married,Nova,2821.35,Standard,2018,8,,0,0,2018-08-01,4,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
849587,37,54418,54418.0,589,106,12,24,1.0,0.5,0.0108,0.0,2.0556,2.0556,0.3514,7,7,13,10,0.5,Ontario,Male,Bachelor,52455.0,Married,Star,2499.5,Standard,2017,6,,0,0,2017-06-01,18,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
849589,40,67449,67449.0,464,84,14,24,0.0,0.5833,0.0069,1.8333,1.6111,-0.2222,0.45,7,12,18,3,2.1667,British Columbia,Male,Bachelor,75783.0,Single,Star,2640.59,Standard,2015,3,,0,0,2015-03-01,45,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
849616,14,16036,16036.0,543,98,4,24,0.0,0.1667,0.0339,0.0,0.7778,0.7778,0.6429,0,0,9,5,2.3333,British Columbia,Male,Master,113785.0,Married,Star,22658.54,Standard,2018,6,,0,0,2018-06-01,6,0,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
849673,29,45622,45622.0,0,0,13,24,0.0,0.5417,0.0,1.8333,1.0,-0.8333,0.3448,9,7,3,10,1.3333,Ontario,Male,Bachelor,86669.0,Married,Star,5332.62,Standard,2018,12,,0,0,2018-12-01,0,0,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
849705,43,64970,64970.0,1002,181,17,24,0.0,0.7083,0.0154,1.6667,1.8333,0.1666,0.3488,9,10,9,15,1.5,British Columbia,Male,Bachelor,61020.0,Married,Star,7255.58,Standard,2013,12,,0,0,2013-12-01,60,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
849813,0,0,0.0,0,0,0,48,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,College,73327.0,Single,Nova,7809.86,Standard,2017,5,,0,0,2017-05-01,19,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
849884,30,38272,38272.0,507,91,15,24,1.0,0.625,0.0132,2.0,1.0,-1.0,0.3667,7,9,11,3,1.5,Ontario,Male,High School or Below,68352.0,Married,Nova,2776.84,Standard,2013,3,,0,0,2013-03-01,69,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
850034,43,72208,72208.0,990,179,16,24,0.0,0.6667,0.0137,2.1667,1.6667,-0.5,0.2791,12,11,10,10,0.5,Alberta,Female,College,73135.0,Single,Star,9112.27,Standard,2015,9,,0,0,2015-09-01,39,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
850092,28,34929,34929.0,1921,345,12,24,3.0,0.5,0.055,0.5,1.3889,0.8889,0.3571,7,10,6,5,0.1667,British Columbia,Female,College,73327.0,Married,Nova,3444.97,Standard,2017,5,,0,0,2017-05-01,19,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
850123,15,18821,18821.0,1402,252,4,24,0.0,0.1667,0.0745,0.0,0.8333,0.8333,0.4667,0,3,7,5,2.0,Ontario,Female,Bachelor,61402.0,Divorced,Star,5396.37,Standard,2018,5,,0,0,2018-05-01,7,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
850170,40,69421,69421.0,0,0,13,24,7.0,0.5417,0.0,2.3333,1.4444,-0.8889,0.3,12,12,10,6,0.0,Alberta,Female,Bachelor,58173.0,Married,Star,2908.88,Standard,2016,10,2018.0,1,0,2016-10-01,26,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
850245,27,43605,43605.0,987,178,12,24,0.0,0.5,0.0226,0.0,1.5,1.5,0.6296,4,1,5,17,1.6667,Quebec,Male,Bachelor,60732.0,Married,Nova,2755.22,Standard,2017,8,,0,0,2017-08-01,16,1,0,1,0.0002,High,0.8719005795542809,1,New Engagers II
850359,38,65728,65728.0,578,104,12,24,0.0,0.5,0.0088,2.0,1.4444,-0.5556,0.3421,7,7,13,11,2.3333,Quebec,Female,Bachelor,72738.0,Married,Aurora,15759.62,Standard,2015,10,,0,0,2015-10-01,38,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
850414,33,48231,48231.0,1348,243,15,24,0.0,0.625,0.0279,1.5,1.3333,-0.1667,0.3333,9,11,8,5,2.0,Manitoba,Male,College,73135.0,Married,Star,2554.19,Standard,2014,6,,0,0,2014-06-01,54,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
850418,44,74100,74100.0,1076,194,15,24,0.0,0.625,0.0145,1.0,2.1111,1.1111,0.3864,8,7,17,12,2.5,Quebec,Female,High School or Below,45229.0,Single,Star,4770.55,Standard,2015,10,,0,0,2015-10-01,38,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
850694,41,70075,70075.0,1147,206,16,24,0.0,0.6667,0.0164,0.8333,2.0,1.1667,0.4146,10,4,17,10,3.1667,Quebec,Male,Bachelor,87782.0,Married,Star,23594.68,Standard,2013,12,,0,0,2013-12-01,60,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
850721,32,44314,44314.0,465,84,11,24,0.0,0.4583,0.0105,0.0,1.7778,1.7778,0.4375,7,4,14,7,2.1667,Ontario,Female,Bachelor,83429.0,Married,Star,3323.09,Standard,2017,8,,0,0,2017-08-01,16,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
850821,19,36424,36424.0,1272,230,8,24,1.0,0.3333,0.0349,0.0,1.0556,1.0556,0.6316,1,3,3,12,1.8333,British Columbia,Female,Bachelor,87099.0,Divorced,Nova,36946.06,Standard,2017,10,,0,0,2017-10-01,14,1,1,1,0.0002,High,0.8719005795542809,1,New Engagers II
850828,37,50763,50763.0,1063,191,14,24,0.0,0.5833,0.0209,1.8333,1.4444,-0.3889,0.2973,6,11,11,9,2.6667,Ontario,Female,High School or Below,57678.0,Single,Aurora,9223.99,Standard,2016,12,,0,0,2016-12-01,24,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
850953,32,37355,37355.0,922,166,14,24,0.0,0.5833,0.0247,2.3333,1.0,-1.3333,0.4375,5,14,7,6,1.1667,British Columbia,Female,College,73135.0,Single,Star,10189.65,Standard,2013,11,,0,0,2013-11-01,61,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
851021,15,13362,13362.0,462,83,5,24,18.0,0.2083,0.0346,2.5,0.0,-2.5,0.7333,4,11,0,0,0.0,Ontario,Male,Bachelor,73150.0,Married,Star,15886.03,Standard,2016,10,2017.0,1,1,2016-10-01,26,0,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
851130,44,55656,55656.0,0,0,15,24,0.0,0.625,0.0,1.0,2.1111,1.1111,0.3864,8,10,17,9,2.3333,British Columbia,Female,Bachelor,80015.0,Divorced,Star,2478.58,Standard,2012,5,,0,0,2012-05-01,79,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851231,44,62204,62204.0,0,0,16,24,0.0,0.6667,0.0,2.0,1.7778,-0.2222,0.2955,10,10,11,13,1.3333,British Columbia,Male,High School or Below,58823.0,Married,Star,2467.62,Standard,2016,1,,0,0,2016-01-01,35,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
851255,53,80360,80360.0,2213,398,18,24,0.0,0.75,0.0275,1.5,2.4444,0.9444,0.3774,7,13,13,20,2.5,British Columbia,Female,College,73135.0,Single,Star,6042.62,Standard,2013,9,,0,0,2013-09-01,63,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851370,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Female,College,73327.0,Married,Nova,6625.47,Standard,2018,6,,0,0,2018-06-01,6,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
851390,79,104690,157035.0,495,89,8,11,0.0,0.7273,0.0032,0.0,4.3889,4.3889,0.4557,2,32,36,9,7.5,British Columbia,Male,High School or Below,53506.0,Divorced,Star,2530.64,2018 Promotion,2018,2,,0,0,2018-02-01,10,0,0,0,0.0,Low,0.2349286013025034,0,New Engagers
851421,37,56390,56390.0,453,82,16,24,0.0,0.6667,0.008,1.3333,1.6111,0.2778,0.3514,9,8,7,13,1.6667,New Brunswick,Male,College,73327.0,Married,Nova,24868.24,Standard,2015,4,,0,0,2015-04-01,44,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851499,62,67390,101085.0,807,145,5,11,4.0,0.4545,0.008,0.0,3.4444,3.4444,0.5484,0,34,28,0,4.6667,Ontario,Male,College,73327.0,Single,Nova,6187.35,2018 Promotion,2018,2,2018.0,1,0,2018-02-01,10,1,0,0,0.0001,Medium,0.6197347194837785,0,New Engagers
851549,28,41857,41857.0,930,168,13,24,0.0,0.5417,0.0222,1.8333,0.9444,-0.8889,0.3571,10,5,4,9,0.8333,Nova Scotia,Female,Bachelor,80586.0,Married,Nova,2899.92,Standard,2014,10,,0,0,2014-10-01,50,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
851562,41,69118,69118.0,1392,251,16,24,1.0,0.6667,0.0201,1.6667,1.7222,0.0555,0.3415,10,12,14,5,2.0,British Columbia,Female,Bachelor,73135.0,Single,Star,2674.73,Standard,2015,2,,0,0,2015-02-01,46,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851563,31,49325,49325.0,0,0,12,24,0.0,0.5,0.0,0.0,1.7222,1.7222,0.3226,6,7,10,8,1.3333,Ontario,Female,Bachelor,96873.0,Divorced,Nova,3118.93,Standard,2017,6,,0,0,2017-06-01,18,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
851830,32,51712,51712.0,1784,321,13,24,0.0,0.5417,0.0345,1.0,1.4444,0.4444,0.4375,5,6,14,7,2.1667,British Columbia,Female,Bachelor,92944.0,Married,Nova,4743.69,Standard,2013,5,,0,0,2013-05-01,67,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851836,41,61730,61730.0,359,65,16,24,0.0,0.6667,0.0058,2.5,1.4444,-1.0556,0.3659,14,15,6,6,1.0,Ontario,Female,Bachelor,93006.0,Married,Star,2808.61,Standard,2015,6,,0,0,2015-06-01,42,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
851845,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Male,College,74123.0,Married,Aurora,7589.63,Standard,2018,12,,0,0,2018-12-01,0,2,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
851871,33,55731,55731.0,0,0,13,24,0.0,0.5417,0.0,1.3333,1.3889,0.0556,0.3636,8,12,8,5,0.5,Quebec,Female,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2012,9,,0,0,2012-09-01,75,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851901,54,89467,89467.0,0,0,20,24,0.0,0.8333,0.0,2.5,2.1667,-0.3333,0.3704,10,12,12,20,2.3333,Saskatchewan,Male,College,74123.0,Single,Aurora,22315.06,Standard,2014,4,,0,0,2014-04-01,56,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
851931,40,61060,61060.0,1380,249,13,24,0.0,0.5417,0.0226,1.5,1.7222,0.2222,0.35,9,4,13,14,2.0,Ontario,Male,Bachelor,80529.0,Divorced,Aurora,10747.03,Standard,2014,1,,0,0,2014-01-01,59,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851979,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,College,73135.0,Married,Star,39033.08,Standard,2012,11,,0,0,2012-11-01,73,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
851981,35,50135,50135.0,1058,190,15,24,0.0,0.625,0.0211,1.1667,1.5556,0.3889,0.3714,3,8,13,11,2.6667,British Columbia,Female,Bachelor,61813.0,Married,Aurora,12731.95,Standard,2014,6,,0,0,2014-06-01,54,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
851982,33,56088,56088.0,0,0,14,24,1.0,0.5833,0.0,0.6667,1.6111,0.9444,0.3636,10,4,7,12,1.3333,Ontario,Female,Master,101038.0,Married,Nova,8382.63,Standard,2016,8,,0,0,2016-08-01,28,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
851986,33,45923,45923.0,566,102,15,24,1.0,0.625,0.0123,2.1667,1.1111,-1.0556,0.3333,11,8,10,4,1.8333,British Columbia,Female,Bachelor,102982.0,Married,Nova,5181.62,Standard,2014,1,,0,0,2014-01-01,59,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
852006,52,86727,86727.0,1946,350,19,24,0.0,0.7917,0.0224,2.6667,2.0,-0.6667,0.3269,8,17,14,13,2.5,Manitoba,Female,High School or Below,47587.0,Divorced,Star,24127.5,Standard,2013,11,,0,0,2013-11-01,61,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
852012,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Female,College,74123.0,Single,Aurora,13197.93,Standard,2014,11,2015.0,1,0,2014-11-01,49,2,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
852094,48,73587,73587.0,895,161,19,24,0.0,0.7917,0.0122,1.8333,2.0556,0.2223,0.3125,9,9,15,15,2.5,Quebec,Male,Bachelor,91312.0,Single,Star,5168.15,Standard,2013,2,,0,0,2013-02-01,70,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852253,24,38905,38905.0,1076,194,10,24,0.0,0.4167,0.0277,0.0,1.3333,1.3333,0.5833,3,7,0,14,1.5,Quebec,Female,Bachelor,90037.0,Divorced,Nova,9403.96,Standard,2017,8,,0,0,2017-08-01,16,1,1,1,0.0002,High,0.8719005795542809,1,New Engagers II
852310,48,79675,79675.0,1071,192,18,24,0.0,0.75,0.0134,2.0,2.0,0.0,0.3542,17,9,10,12,1.1667,Quebec,Female,Bachelor,88274.0,Married,Aurora,5033.69,Standard,2015,7,,0,0,2015-07-01,41,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852323,34,57930,57930.0,1459,262,15,24,0.0,0.625,0.0252,1.3333,1.4444,0.1111,0.2647,9,9,8,8,2.3333,Quebec,Female,Bachelor,95929.0,Married,Star,2483.54,Standard,2014,11,,0,0,2014-11-01,49,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852392,27,48968,48968.0,1516,274,12,24,4.0,0.5,0.031,2.5,0.6667,-1.8333,0.4444,8,12,5,2,0.3333,Quebec,Female,Bachelor,100159.0,Married,Star,3861.49,Standard,2015,5,,0,0,2015-05-01,43,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
852394,64,87121,87121.0,0,0,20,24,2.0,0.8333,0.0,2.6667,2.6667,0.0,0.3438,13,15,22,14,2.6667,Ontario,Female,Bachelor,85056.0,Married,Star,5403.59,Standard,2012,12,,0,0,2012-12-01,72,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852520,38,69817,69817.0,0,0,12,24,0.0,0.5,0.0,3.1667,1.0556,-2.1111,0.3421,10,13,10,5,1.3333,British Columbia,Female,Bachelor,68220.0,Married,Star,2652.07,Standard,2016,7,,0,0,2016-07-01,29,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
852571,40,61632,61632.0,452,81,15,24,0.0,0.625,0.0073,1.1667,1.8333,0.6666,0.4,7,4,16,13,2.5,Ontario,Male,Doctor,155273.0,Married,Star,3088.0,Standard,2013,12,,0,0,2013-12-01,60,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852572,3,6912,6912.0,0,0,1,24,0.0,0.0417,0.0,0.0,0.1667,0.1667,1.0,0,0,0,3,0.5,Ontario,Female,College,73135.0,Single,Star,2347.59,Standard,2018,10,,0,0,2018-10-01,2,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
852573,29,56615,56615.0,1506,271,11,24,0.0,0.4583,0.0266,1.0,1.2778,0.2778,0.3793,5,5,11,8,1.8333,British Columbia,Female,College,73135.0,Single,Star,2726.83,Standard,2015,9,,0,0,2015-09-01,39,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852597,39,59275,59275.0,793,143,13,24,2.0,0.5417,0.0134,1.5,1.6667,0.1667,0.2821,9,9,11,10,2.1667,Quebec,Female,Bachelor,70530.0,Married,Nova,3259.89,Standard,2014,11,,0,0,2014-11-01,49,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
852629,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Male,Doctor,105902.0,Married,Star,2319.82,Standard,2018,11,,0,0,2018-11-01,1,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
852786,6,9424,9424.0,0,0,3,24,1.0,0.125,0.0,0.0,0.3333,0.3333,0.6667,0,0,2,4,1.0,Manitoba,Female,Bachelor,68149.0,Married,Star,6176.7,Standard,2018,6,,0,0,2018-06-01,6,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
852855,34,52304,52304.0,0,0,10,24,4.0,0.4167,0.0,0.6667,1.6667,1.0,0.5294,2,8,18,6,1.6667,British Columbia,Female,College,73135.0,Single,Star,5913.2,Standard,2017,5,,0,0,2017-05-01,19,0,1,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
852863,42,60472,60472.0,2049,369,14,24,0.0,0.5833,0.0339,0.1667,2.2778,2.1111,0.4048,2,10,17,13,2.8333,British Columbia,Female,High School or Below,39632.0,Married,Star,7284.26,Standard,2013,10,,0,0,2013-10-01,62,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
852995,34,46307,46307.0,735,132,11,24,1.0,0.4583,0.0159,0.0,1.8889,1.8889,0.3235,5,7,11,11,2.5,Ontario,Female,Bachelor,74885.0,Married,Star,5926.98,Standard,2017,8,,0,0,2017-08-01,16,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
853003,4,6628,6628.0,0,0,1,24,0.0,0.0417,0.0,0.0,0.2222,0.2222,1.0,0,0,0,4,0.6667,British Columbia,Male,Bachelor,58725.0,Married,Star,2725.36,Standard,2018,11,,0,0,2018-11-01,1,0,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
853037,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,Bachelor,64240.0,Married,Nova,7474.61,Standard,2012,6,,0,0,2012-06-01,78,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
853039,35,49941,49941.0,0,0,12,24,0.0,0.5,0.0,0.8333,1.6667,0.8334,0.3429,1,11,12,11,2.8333,British Columbia,Female,Bachelor,91479.0,Divorced,Star,9567.71,Standard,2017,5,,0,0,2017-05-01,19,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
853232,10,19809,19809.0,455,82,4,24,19.0,0.1667,0.023,1.6667,0.0,-1.6667,0.5,5,5,0,0,0.0,Ontario,Male,Bachelor,60235.0,Divorced,Nova,4834.71,Standard,2016,9,2017.0,1,1,2016-09-01,27,1,0,1,0.9997,Critical,0.9848240425404792,2,Dormant High-Value
853266,14,31676,31676.0,824,148,5,24,18.0,0.2083,0.026,2.3333,0.0,-2.3333,0.5714,6,8,0,0,0.0,British Columbia,Male,Bachelor,49785.0,Married,Nova,6680.15,Standard,2018,6,,0,1,2018-06-01,6,1,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
853272,48,72679,72679.0,1401,252,16,24,0.0,0.6667,0.0193,2.5,1.8333,-0.6667,0.3542,10,17,12,9,2.1667,New Brunswick,Female,Bachelor,73970.0,Married,Nova,9971.02,Standard,2015,5,,0,0,2015-05-01,43,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
853417,42,49814,49814.0,0,0,15,24,0.0,0.625,0.0,1.0,2.0,1.0,0.3571,7,6,15,14,1.6667,Ontario,Male,Bachelor,101847.0,Single,Star,10864.27,Standard,2014,7,,0,0,2014-07-01,53,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
853421,28,41963,41963.0,0,0,10,24,1.0,0.4167,0.0,1.3333,1.1111,-0.2222,0.3929,2,11,8,7,1.6667,British Columbia,Male,Bachelor,84836.0,Married,Nova,2813.31,Standard,2017,4,,0,0,2017-04-01,20,1,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
853438,27,46918,46918.0,977,176,10,24,0.0,0.4167,0.0208,0.8333,1.2222,0.3889,0.4444,8,5,2,12,1.0,Ontario,Female,College,73327.0,Married,Nova,22103.51,Standard,2015,11,,0,0,2015-11-01,37,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
853540,30,40780,40780.0,1104,199,10,24,0.0,0.4167,0.0271,0.0,1.6667,1.6667,0.3333,5,6,9,10,2.5,Yukon,Female,High School or Below,69957.0,Single,Aurora,9688.13,Standard,2017,10,,0,0,2017-10-01,14,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
853565,21,37625,37625.0,0,0,7,24,13.0,0.2917,0.0,2.6667,0.2778,-2.3889,0.4286,9,7,0,5,0.0,Ontario,Female,Bachelor,73831.0,Married,Nova,8061.2,Standard,2013,9,2017.0,1,0,2013-09-01,63,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
853603,39,40638,40638.0,844,152,15,24,0.0,0.625,0.0208,1.6667,1.6111,-0.0556,0.4103,8,6,16,9,2.0,Ontario,Male,Bachelor,61302.0,Divorced,Star,2876.82,Standard,2014,2,,0,0,2014-02-01,58,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
853608,46,61755,61755.0,548,99,17,24,0.0,0.7083,0.0089,1.1667,2.1667,1.0,0.3696,3,12,17,14,2.3333,British Columbia,Male,Bachelor,80661.0,Married,Nova,6832.37,Standard,2014,7,,0,0,2014-07-01,53,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
853621,10,19133,19133.0,0,0,4,24,0.0,0.1667,0.0,0.0,0.5556,0.5556,0.7,0,0,3,7,1.6667,British Columbia,Female,College,73135.0,Single,Star,7664.81,Standard,2018,7,,0,0,2018-07-01,5,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
853641,43,67831,67831.0,385,69,18,24,0.0,0.75,0.0057,2.0,1.7222,-0.2778,0.3488,9,15,11,8,1.6667,Ontario,Male,Bachelor,53719.0,Married,Nova,4802.48,Standard,2014,11,,0,0,2014-11-01,49,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
853704,37,60432,60432.0,1038,187,16,24,0.0,0.6667,0.0172,0.8333,1.7778,0.9445,0.2703,10,8,9,10,1.5,British Columbia,Male,Bachelor,50920.0,Married,Aurora,10721.61,Standard,2016,1,,0,0,2016-01-01,35,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
