Loyalty Number,months_with_flights,total_flights,total_distance,total_pts_acc,total_pts_red
908580,15,35,49431,49431.0,1361
908643,11,24,43534,43534.0,0
908728,18,43,61650,61650.0,2188
908729,10,27,41592,41592.0,2334
908759,16,49,73293,73293.0,2246
908801,2,4,7566,7566.0,0
908844,19,48,51130,51130.0,923
908882,4,13,15294,15294.0,0
908994,0,0,0,0.0,0
909020,10,32,41804,41804.0,514
909066,2,6,4690,4690.0,291
909068,4,44,95576,143364.0,0
909075,7,55,74275,111412.5,598
909106,2,8,18181,18181.0,0
909134,13,36,53261,53261.0,1214
909238,7,51,82498,123747.0,2322
909242,15,35,42220,42220.0,1676
909260,15,51,83515,83515.0,0
909262,14,37,55185,55185.0,0
909328,11,31,51270,51270.0,1117
909385,14,31,51905,51905.0,1755
909476,12,35,50758,50758.0,2666
909483,13,32,38443,38443.0,0
909503,14,35,43237,43237.0,1130
909543,15,39,59578,59578.0,2556
909547,4,31,35711,53566.5,0
909677,14,33,47504,47504.0,1222
909727,4,51,78088,117132.0,0
909800,11,24,40833,40833.0,765
909845,11,26,33357,33357.0,360
909854,0,0,0,0.0,0
909880,4,7,10197,10197.0,0
910028,0,0,0,0.0,0
910056,12,37,73728,73728.0,768
910092,0,0,0,0.0,0
910093,1,2,2680,2680.0,0
910142,14,40,59149,59149.0,1007
910157,9,16,22779,22779.0,1070
910336,2,2,2559,2559.0,588
910373,0,0,0,0.0,0
910391,19,43,70517,70517.0,765
910416,2,7,14089,14089.0,545
910492,3,6,7540,7540.0,434
910576,17,43,60930,60930.0,432
910645,3,8,11399,11399.0,688
910716,15,28,39465,39465.0,604
910809,3,11,14517,14517.0,0
910875,12,32,51583,51583.0,483
910969,19,47,64651,64651.0,1283
911003,12,38,57882,57882.0,0
911089,16,33,42833,42833.0,0
911372,14,43,79597,79597.0,1405
911503,12,37,46650,46650.0,956
911525,18,38,67030,67030.0,3983
911585,16,42,55637,55637.0,1026
911655,15,38,54290,54290.0,430
911663,13,33,52976,52976.0,812
911668,13,35,46867,46867.0,1393
911723,2,7,14730,14730.0,0
911744,3,29,25915,38872.5,454
911812,13,34,49231,49231.0,1708
911852,4,15,15422,15422.0,0
911906,16,39,60468,60468.0,2186
911920,13,45,72885,72885.0,700
911971,11,30,43676,43676.0,0
912064,14,39,57952,57952.0,1754
912128,11,38,57114,57114.0,453
912220,0,0,0,0.0,0
912252,13,35,59759,59759.0,324
912293,15,43,67709,67709.0,920
912352,3,7,10075,10075.0,0
912396,15,38,65378,65378.0,1599
912420,17,38,62526,62526.0,1861
912539,11,26,37455,37455.0,1537
912588,13,39,56242,56242.0,797
912633,4,42,69336,104004.0,656
912712,12,29,34991,34991.0,2238
912757,14,45,73160,73160.0,704
912797,12,34,51945,51945.0,0
912864,16,40,63122,63122.0,300
912939,6,19,30498,30498.0,0
912940,3,8,10651,10651.0,0
912957,11,25,36520,36520.0,1430
912984,0,0,0,0.0,0
913060,14,35,51027,51027.0,837
913153,1,1,1165,1165.0,0
913156,14,36,62848,62848.0,1874
913233,13,35,58567,58567.0,1827
913340,13,43,67033,67033.0,745
913449,12,34,43233,43233.0,389
913522,11,31,46686,46686.0,1686
913571,15,45,65075,65075.0,0
913721,12,34,47078,47078.0,1023
913809,0,0,0,0.0,0
913866,16,37,55784,55784.0,0
913895,15,45,68235,68235.0,990
913949,18,46,65654,65654.0,1272
913981,19,53,79308,79308.0,915
914044,16,38,49350,49350.0,963
914074,3,6,6332,6332.0,0
914088,13,39,60106,60106.0,486
914152,15,45,69143,69143.0,731
914255,0,0,0,0.0,0
914316,18,52,74669,74669.0,1293
914352,1,1,956,956.0,0
914368,17,47,80287,80287.0,620
914514,0,0,0,0.0,0
914609,14,43,63618,63618.0,0
914799,6,77,109027,163540.5,0
914920,0,0,0,0.0,0
914937,17,38,56039,56039.0,550
914959,0,0,0,0.0,0
915009,0,0,0,0.0,0
915147,15,36,61140,61140.0,479
915156,17,39,56909,56909.0,1334
915164,0,0,0,0.0,0
915194,13,32,59672,59672.0,581
915198,11,33,48912,48912.0,947
915243,7,18,20965,20965.0,517
915286,15,42,65597,65597.0,818
915287,1,3,4953,4953.0,0
915439,11,32,49247,49247.0,928
915571,8,21,41481,41481.0,510
915638,11,29,46639,46639.0,807
915846,14,38,62482,62482.0,380
915902,9,23,34890,34890.0,0
915927,0,0,0,0.0,0
915933,13,32,55941,55941.0,941
915948,11,28,42074,42074.0,976
916000,16,39,70659,70659.0,1699
916003,0,0,0,0.0,0
916020,12,30,53391,53391.0,1239
916131,14,31,51421,51421.0,1857
916269,12,27,39745,39745.0,386
916300,14,30,41708,41708.0,1606
916317,1,1,1140,1140.0,0
916358,10,31,37848,37848.0,532
916478,6,53,93954,140931.0,411
916594,13,31,40627,40627.0,1422
916634,1,4,8912,8912.0,0
916713,15,46,76179,76179.0,1068
916843,15,33,51430,51430.0,970
916851,13,42,66787,66787.0,941
916880,15,38,50307,50307.0,0
917191,14,43,69188,69188.0,1595
917192,18,53,88470,88470.0,1274
917346,16,42,66841,66841.0,1363
917352,8,19,26314,26314.0,0
917423,15,40,46788,46788.0,0
917585,16,46,67000,67000.0,0
917610,13,40,56739,56739.0,0
917630,11,28,47734,47734.0,0
917685,15,30,51199,51199.0,1634
917725,15,47,76214,76214.0,354
917779,17,43,55646,55646.0,1323
917798,12,40,68943,68943.0,907
917870,14,26,36530,36530.0,0
917972,13,33,49977,49977.0,430
917983,15,43,70056,70056.0,691
917998,15,35,51504,51504.0,1294
918017,4,12,19512,19512.0,0
918021,15,43,68347,68347.0,529
918042,18,53,91076,91076.0,2029
918048,10,29,49060,49060.0,835
918053,17,47,79781,79781.0,933
918112,17,49,72727,72727.0,420
918163,16,46,62749,62749.0,1838
918272,14,40,56507,56507.0,483
918276,18,50,76373,76373.0,0
918326,17,37,52277,52277.0,1286
918341,12,28,42420,42420.0,1185
918350,0,0,0,0.0,0
918397,2,7,11395,11395.0,0
918404,0,0,0,0.0,0
918478,18,42,58358,58358.0,1659
918479,11,36,56730,56730.0,420
918564,12,30,46967,46967.0,0
918631,17,53,74779,74779.0,698
918756,18,51,63977,63977.0,2370
918807,15,42,62907,62907.0,3987
918964,2,3,5009,5009.0,544
918984,17,39,41938,41938.0,605
919055,2,4,6847,6847.0,0
919117,15,38,54220,54220.0,490
919285,13,41,55147,55147.0,582
919329,16,38,64378,64378.0,767
919338,9,27,39539,39539.0,0
919340,13,35,43071,43071.0,1919
919437,19,47,74148,74148.0,986
919463,0,0,0,0.0,0
919506,1,5,7185,7185.0,0
919557,13,39,56336,56336.0,1001
919668,9,30,44195,44195.0,394
919748,12,37,55016,55016.0,1107
919818,15,50,81010,81010.0,1479
919823,16,38,58449,58449.0,1176
919832,6,37,63669,95503.5,0
919888,7,47,67973,101959.5,1023
919889,15,43,59195,59195.0,1505
919894,17,48,80914,80914.0,1545
919922,6,17,21561,21561.0,0
919951,14,47,73880,73880.0,1008
920068,0,0,0,0.0,0
920100,14,30,42513,42513.0,1090
920102,0,0,0,0.0,0
920118,13,30,35926,35926.0,713
920145,8,23,51112,51112.0,959
920162,17,51,61443,61443.0,2349
920171,3,6,12980,12980.0,0
920175,25,67,99232,99232.0,1984
920197,1,4,4956,4956.0,0
920211,6,60,96829,145243.5,564
920321,15,37,46860,46860.0,527
920326,9,65,133009,199513.5,1067
920545,16,48,73068,73068.0,2087
920637,13,30,47478,47478.0,366
920657,6,20,23381,23381.0,440
920716,5,43,80389,120583.5,697
920792,15,40,56677,56677.0,1654
920840,16,35,43490,43490.0,1399
920954,7,49,79325,118987.5,0
920966,17,43,63475,63475.0,2327
921059,9,19,28901,28901.0,543
921102,12,25,42377,42377.0,1094
921130,16,45,69492,69492.0,362
921191,1,4,9620,9620.0,0
921278,16,40,64265,64265.0,1627
921298,15,34,45023,45023.0,1664
921357,15,47,77545,77545.0,1237
921375,13,37,49483,49483.0,1647
921392,2,5,8821,8821.0,0
921403,3,11,19135,19135.0,0
921410,0,0,0,0.0,0
921489,13,35,48053,48053.0,871
921530,7,18,27916,27916.0,698
921563,14,41,63229,63229.0,1062
921624,2,7,14435,14435.0,0
921705,14,48,74439,74439.0,596
921746,0,0,0,0.0,0
921776,6,60,71311,106966.5,0
921777,10,26,47404,47404.0,1265
921886,17,43,76480,76480.0,1178
921899,19,50,71225,71225.0,1203
921903,0,0,0,0.0,0
922000,16,42,60316,60316.0,1228
922047,11,28,43032,43032.0,0
922161,14,46,70802,70802.0,1962
922188,13,31,49636,49636.0,1618
922206,10,28,41711,41711.0,1110
922210,16,41,59807,59807.0,2068
922347,5,18,32257,32257.0,572
922351,18,46,64335,64335.0,1688
922388,16,40,72557,72557.0,824
922484,17,50,67977,67977.0,680
922614,6,31,52959,79438.5,995
922634,13,32,49280,49280.0,432
922665,0,0,0,0.0,0
922703,1,2,4158,4158.0,0
922741,1,1,741,741.0,0
922786,14,42,75479,75479.0,469
922815,15,52,68846,68846.0,424
922926,13,32,51027,51027.0,1646
923041,10,25,39166,39166.0,416
923062,19,49,78528,78528.0,1559
923108,10,28,30503,30503.0,1987
923164,15,33,41383,41383.0,381
923201,10,34,46437,46437.0,0
923234,15,41,63305,63305.0,1174
923268,3,14,22910,34365.0,581
923293,15,41,52419,52419.0,850
923333,16,40,46475,46475.0,921
923336,11,32,51299,51299.0,993
923406,10,26,48541,48541.0,0
923527,13,39,64838,64838.0,697
923560,15,34,58473,58473.0,1507
923680,14,46,53813,53813.0,947
923761,18,43,64143,64143.0,1786
923766,0,0,0,0.0,0
923799,15,29,43435,43435.0,1748
923959,15,42,56874,56874.0,1302
924031,3,6,8044,8044.0,0
924037,15,29,44854,44854.0,824
924056,13,49,64968,64968.0,752
924089,12,35,49053,49053.0,310
924132,16,43,66202,66202.0,1402
924153,10,28,50485,50485.0,659
924173,8,22,34648,34648.0,508
924217,1,2,1136,1136.0,0
924268,8,76,103887,155830.5,0
924405,4,9,18297,18297.0,453
924469,17,45,78363,78363.0,1057
924489,13,43,55996,55996.0,398
924493,17,37,56195,56195.0,1242
924630,17,33,45727,45727.0,1012
924634,11,37,54222,54222.0,1672
924643,14,32,43548,43548.0,2265
924719,15,35,59477,59477.0,299
924724,7,54,81937,122905.5,574
924736,0,0,0,0.0,0
924787,13,45,71174,71174.0,537
924793,16,50,90341,90341.0,1300
924794,17,53,82061,82061.0,0
924796,0,0,0,0.0,0
924878,5,35,33057,49585.5,0
924936,13,36,54083,54083.0,1204
925164,4,12,22161,22161.0,1366
925198,2,6,3838,3838.0,0
925254,14,37,45009,45009.0,1387
925340,16,40,74629,74629.0,2731
925353,17,48,67115,67115.0,0
925385,19,40,68705,68705.0,1994
925413,14,42,56585,56585.0,0
925433,14,37,33915,33915.0,3065
925504,12,32,46969,46969.0,1620
925573,15,41,55798,55798.0,480
925609,14,28,33748,33748.0,0
925767,5,59,81282,121923.0,511
925819,17,46,59779,59779.0,573
925850,3,23,18626,27939.0,0
925918,0,0,0,0.0,0
925978,13,33,55159,55159.0,384
925979,1,3,7425,7425.0,0
926058,1,5,11715,11715.0,0
926083,13,27,44974,44974.0,1778
926106,19,45,64770,64770.0,2416
926129,8,19,25926,25926.0,491
926175,13,38,49923,49923.0,2055
926250,12,38,49231,49231.0,314
926277,18,47,72405,72405.0,0
926300,9,27,36433,36433.0,913
926315,3,7,9234,9234.0,506
926451,12,42,55135,55135.0,888
926494,14,37,52858,52858.0,1349
926531,0,0,0,0.0,0
926609,13,33,50243,50243.0,1047
926611,16,48,63628,63628.0,847
926867,3,12,10303,10303.0,613
926874,4,10,19880,19880.0,0
926961,16,44,68169,68169.0,1159
926967,1,1,1522,1522.0,0
927026,27,65,91394,91394.0,2224
927165,0,0,0,0.0,0
927202,18,52,88705,88705.0,0
927305,13,33,63002,63002.0,576
927339,14,34,48573,48573.0,615
927401,14,33,57053,57053.0,739
927446,7,19,28966,28966.0,464
927559,0,0,0,0.0,0
927676,15,38,51931,51931.0,1308
927703,14,40,56055,56055.0,1203
927721,7,20,28826,28826.0,1194
927848,15,36,62522,62522.0,2274
927887,15,36,53439,53439.0,1268
927937,8,42,69095,103642.5,1025
927943,15,40,61007,61007.0,1583
927975,16,38,63478,63478.0,301
928082,11,30,42057,42057.0,1036
928116,13,32,48270,48270.0,2211
928153,12,35,49915,49915.0,1633
928188,0,0,0,0.0,0
928238,13,41,45925,45925.0,801
928291,19,49,73466,73466.0,2062
928292,16,33,50779,50779.0,1156
928294,15,40,68148,68148.0,0
928354,13,32,51369,51369.0,939
928438,9,77,130621,195931.5,375
928644,13,42,69382,69382.0,1474
928734,5,42,55102,82653.0,0
928804,15,32,40696,40696.0,730
928868,12,33,53071,53071.0,318
928916,13,37,42805,42805.0,576
928922,16,43,70981,70981.0,1119
928942,4,11,25114,37671.0,347
928957,12,30,36597,36597.0,1012
928964,13,38,56791,56791.0,1760
929009,11,29,47389,47389.0,0
929097,11,31,57972,57972.0,1305
929231,0,0,0,0.0,0
929282,12,31,41852,41852.0,0
929302,16,36,49513,49513.0,0
929410,18,48,71331,71331.0,1303
929451,14,40,58197,58197.0,1141
929455,1,5,11415,11415.0,431
929701,17,51,67105,67105.0,588
929707,1,1,1924,1924.0,0
929712,3,7,9372,9372.0,521
929728,18,42,53644,53644.0,417
929871,16,43,61116,61116.0,0
929880,12,41,65693,65693.0,978
929885,13,33,48420,48420.0,1096
929913,15,36,42489,42489.0,1046
929980,16,42,69855,69855.0,411
930041,0,0,0,0.0,0
930089,7,60,96116,144174.0,477
930209,13,33,52185,52185.0,476
930325,14,42,66148,66148.0,330
930337,0,0,0,0.0,0
930489,12,28,52400,52400.0,832
930502,14,37,62489,62489.0,420
930562,14,38,67478,67478.0,2674
930584,16,43,51360,51360.0,468
930620,2,4,7426,7426.0,753
930718,17,53,66249,66249.0,1088
930774,10,21,24108,24108.0,510
930848,18,55,88169,88169.0,2866
930887,0,0,0,0.0,0
930893,11,27,44608,44608.0,1163
930900,12,26,38476,38476.0,1754
930921,12,33,53632,53632.0,1905
931054,4,11,16073,16073.0,0
931097,12,37,56056,56056.0,994
931135,12,40,64969,64969.0,0
931170,0,0,0,0.0,0
931183,12,41,48279,48279.0,762
931238,0,0,0,0.0,0
931244,13,41,59369,59369.0,1869
931247,7,27,40541,40541.0,0
931537,13,29,43565,43565.0,1399
931622,9,21,30729,30729.0,621
931657,14,37,52917,52917.0,1398
931701,0,0,0,0.0,0
931828,0,0,0,0.0,0
931834,0,0,0,0.0,0
931914,15,50,66237,66237.0,1880
932100,0,0,0,0.0,0
932233,6,51,81542,122313.0,379
932244,3,6,12816,12816.0,0
932249,15,41,57350,57350.0,891
932261,0,0,0,0.0,0
932270,15,49,79163,79163.0,1592
932323,0,0,0,0.0,0
932363,8,17,22923,22923.0,432
932405,16,49,66443,66443.0,449
932453,12,32,50449,50449.0,1537
932513,12,31,43709,43709.0,964
932526,10,21,34488,34488.0,1345
932572,16,46,73611,73611.0,398
932599,2,5,8191,8191.0,0
932623,19,58,87588,87588.0,609
932745,10,19,29425,29425.0,0
932748,7,18,22394,22394.0,451
932823,18,51,81965,81965.0,499
932973,19,48,62728,62728.0,1923
933053,6,42,82176,123264.0,626
933187,14,36,52608,52608.0,630
933208,15,37,63619,63619.0,0
933233,17,48,69681,69681.0,1367
933251,5,14,15839,15839.0,0
933259,10,26,32939,32939.0,556
933552,5,20,35098,35098.0,486
933642,14,28,46209,46209.0,1222
933656,14,35,53253,53253.0,2021
933682,5,11,16116,16116.0,492
933707,13,35,48474,48474.0,1353
933779,2,8,12829,12829.0,0
933807,11,31,49760,49760.0,449
933848,16,41,57143,57143.0,0
933865,0,0,0,0.0,0
933968,12,40,59281,59281.0,2219
934134,16,37,47208,47208.0,2219
934150,0,0,0,0.0,0
934212,14,30,45029,45029.0,1320
934235,17,51,69254,69254.0,1331
934267,15,45,69145,69145.0,0
934271,3,5,7367,7367.0,0
934280,10,26,41035,41035.0,0
934529,6,12,21168,21168.0,820
934577,0,0,0,0.0,0
934604,13,41,61242,61242.0,0
934893,16,46,74371,74371.0,0
934912,8,16,26255,26255.0,601
935068,18,49,78471,78471.0,0
935110,5,12,15620,15620.0,409
935161,17,49,76587,76587.0,482
935235,15,42,70431,70431.0,1486
935253,9,23,33475,33475.0,1869
935274,15,41,54991,54991.0,894
935313,2,5,7852,7852.0,873
935328,15,44,65151,65151.0,1916
935420,13,39,51436,51436.0,3617
935504,13,29,35741,35741.0,2057
935570,10,26,32914,32914.0,1057
935665,0,0,0,0.0,0
935738,18,57,86065,86065.0,2089
935836,0,0,0,0.0,0
935862,5,14,19849,19849.0,766
935876,16,57,89824,89824.0,0
936010,1,1,511,511.0,0
936044,0,0,0,0.0,0
936088,6,62,72308,108462.0,0
936211,16,44,67332,67332.0,341
936214,18,38,53222,53222.0,954
936232,0,0,0,0.0,0
936273,16,51,79252,79252.0,840
936305,15,36,51407,51407.0,398
936319,13,40,68382,68382.0,2294
936440,8,19,23476,23476.0,0
936547,16,36,45592,45592.0,587
936570,18,54,85019,85019.0,444
936603,2,4,6787,6787.0,414
936612,8,19,25684,25684.0,632
936723,6,22,23577,23577.0,0
936761,7,53,102650,153975.0,0
936860,0,0,0,0.0,0
937030,16,44,73866,73866.0,0
937065,13,31,46946,46946.0,1238
937071,7,70,94448,141672.0,0
937127,12,30,39502,39502.0,0
937163,18,49,88204,88204.0,1391
937228,15,43,72833,72833.0,1041
937250,15,35,50758,50758.0,392
937254,0,0,0,0.0,0
937312,13,31,54259,54259.0,0
937385,15,38,50703,50703.0,816
937418,18,43,75950,75950.0,1302
937430,12,29,40616,40616.0,1193
937476,14,37,57970,57970.0,473
937484,3,10,14544,14544.0,0
937512,12,34,46447,46447.0,356
937638,13,33,50156,50156.0,1503
937645,14,44,59578,59578.0,716
937662,17,45,60960,60960.0,491
937742,14,29,51024,51024.0,469
937788,16,41,64625,64625.0,953
937849,1,2,2294,2294.0,0
937862,14,33,48803,48803.0,516
937911,16,46,57751,57751.0,1021
937922,15,34,43807,43807.0,943
937946,10,20,29575,29575.0,879
937956,18,44,65775,65775.0,2169
937976,1,3,3819,3819.0,0
938031,16,33,55344,55344.0,0
938093,7,60,99502,149253.0,693
938126,0,0,0,0.0,0
938323,13,43,73162,73162.0,1298
938324,15,36,55805,55805.0,357
938482,4,15,21910,21910.0,0
938516,17,42,66166,66166.0,619
938603,15,46,73615,73615.0,1035
938628,16,44,79807,79807.0,1191
938636,15,32,47628,47628.0,1081
938719,1,1,907,907.0,0
938822,11,30,34013,34013.0,1283
938830,0,0,0,0.0,0
938873,13,34,52629,52629.0,2351
938914,16,35,50389,50389.0,1784
938981,4,38,49606,74409.0,0
939074,0,0,0,0.0,0
939094,20,50,66495,66495.0,1628
939098,15,31,46151,46151.0,762
939103,15,45,54650,54650.0,3567
939204,0,0,0,0.0,0
939238,8,20,32052,32052.0,0
939289,2,3,3755,3755.0,359
939319,15,49,79811,79811.0,435
939320,3,34,51316,76974.0,0
939333,0,0,0,0.0,0
939399,11,24,34770,34770.0,428
939428,14,42,63751,63751.0,460
939431,7,47,57528,86292.0,0
939466,14,33,61290,61290.0,1235
939474,0,0,0,0.0,0
939485,14,43,64267,64267.0,1108
939521,3,9,11505,11505.0,0
939562,18,61,95807,95807.0,400
939571,11,35,45501,45501.0,1978
939593,0,0,0,0.0,0
939683,16,47,83975,83975.0,533
939741,10,25,38086,38086.0,471
939752,16,49,78636,78636.0,0
939760,0,0,0,0.0,0
939766,11,28,49763,49763.0,1362
939856,5,17,23645,23645.0,509
939932,18,59,100186,100186.0,492
939961,15,44,62945,62945.0,1077
939992,8,20,34281,34281.0,820
940156,19,43,59362,59362.0,1775
940187,6,63,76347,114520.5,0
940200,4,44,70664,105996.0,0
940213,18,54,67877,67877.0,1199
940249,10,27,36881,36881.0,516
940256,16,41,65560,65560.0,487
940523,0,0,0,0.0,0
940711,16,43,56460,56460.0,725
940760,13,32,46080,46080.0,1358
940796,12,35,40265,40265.0,1583
940822,16,42,67203,67203.0,784
940874,0,0,0,0.0,0
940901,0,0,0,0.0,0
940904,0,0,0,0.0,0
941064,11,31,50331,50331.0,1904
941092,5,15,24731,24731.0,0
941109,11,32,48564,48564.0,1173
941122,11,34,52583,52583.0,983
941127,12,30,50052,50052.0,0
941170,18,52,76166,76166.0,561
941194,2,6,11517,11517.0,471
941324,3,9,16334,16334.0,0
941361,11,34,52769,52769.0,0
941380,16,37,53521,53521.0,503
941545,7,27,45099,67648.5,973
941621,5,8,9379,9379.0,0
941679,14,38,45723,45723.0,506
941683,18,39,60509,60509.0,442
941719,6,14,20619,20619.0,0
941852,15,37,60707,60707.0,486
941865,14,37,57475,57475.0,0
941882,17,37,60391,60391.0,1076
941984,11,34,39947,39947.0,0
942017,3,9,10873,10873.0,0
942083,15,44,64234,64234.0,1005
942102,14,38,62249,62249.0,1221
942189,2,7,13352,13352.0,0
942191,6,51,82221,123331.5,541
942194,1,3,4299,4299.0,0
942287,0,0,0,0.0,0
942355,17,35,42170,42170.0,1150
942403,11,33,43062,43062.0,670
942413,12,33,47353,47353.0,356
942535,13,32,41013,41013.0,1215
942601,14,38,57286,57286.0,1509
942681,12,36,53867,53867.0,797
942685,2,6,9969,9969.0,585
942703,13,35,49923,49923.0,1900
942779,13,32,49224,49224.0,1218
942819,16,40,65040,65040.0,953
942926,10,25,32583,32583.0,379
942952,0,0,0,0.0,0
942984,7,16,18818,18818.0,415
943048,11,37,49512,49512.0,430
943056,0,0,0,0.0,0
943068,10,28,40343,40343.0,894
943195,6,20,29653,29653.0,0
943211,12,30,50314,50314.0,928
943236,5,12,17227,17227.0,345
943380,9,89,106595,159892.5,0
943393,0,0,0,0.0,0
943425,4,7,9428,9428.0,0
943460,20,50,76764,76764.0,864
943553,18,44,66764,66764.0,507
943602,4,34,48700,73050.0,394
943647,7,57,84314,126471.0,377
943668,3,40,33932,50898.0,365
943756,13,36,56368,56368.0,1200
943775,15,34,41092,41092.0,771
943804,6,54,65239,97858.5,936
943997,5,14,25159,25159.0,0
944035,13,37,56032,56032.0,1455
944093,19,48,65830,65830.0,870
944124,17,48,85394,85394.0,0
944243,6,38,62703,94054.5,0
944261,15,37,62296,62296.0,805
944355,16,43,69731,69731.0,2361
944454,6,14,22904,22904.0,450
944491,4,9,17510,17510.0,913
944506,14,30,35408,35408.0,787
944541,16,50,80364,80364.0,857
944636,16,44,75168,75168.0,1164
944702,8,16,17275,17275.0,0
944750,15,41,61455,61455.0,1086
944810,13,38,58287,58287.0,601
944821,11,29,34789,34789.0,0
944855,15,39,69827,69827.0,1334
944980,13,38,60310,60310.0,847
945014,9,28,51115,51115.0,1110
945015,17,44,61682,61682.0,733
945037,12,31,38185,38185.0,692
945050,0,0,0,0.0,0
945064,14,43,64337,64337.0,0
945091,17,49,59326,59326.0,0
945133,15,37,49775,49775.0,615
945166,16,53,84936,84936.0,1185
945199,6,21,29149,29149.0,0
945379,5,13,17875,17875.0,0
945430,14,40,50070,50070.0,0
945455,5,14,24622,24622.0,0
945479,15,39,53955,53955.0,477
945485,16,43,71133,71133.0,2558
945703,7,52,95349,143023.5,0
945761,4,7,8044,8044.0,423
945765,13,34,54620,54620.0,437
945780,15,47,86716,86716.0,2656
945834,5,34,49372,74058.0,0
945974,17,52,81833,81833.0,934
945996,15,47,60239,60239.0,1589
946001,11,31,47950,47950.0,1033
946061,8,27,35658,35658.0,461
946070,17,50,77290,77290.0,429
946172,10,24,28246,28246.0,1309
946258,11,32,54447,54447.0,1058
946439,0,0,0,0.0,0
946525,15,37,55250,55250.0,438
946645,1,2,3528,3528.0,736
946771,13,44,67408,67408.0,1356
946816,19,55,98165,98165.0,1227
946932,9,16,23445,23445.0,0
946956,0,0,0,0.0,0
946963,3,7,11471,11471.0,1262
946998,14,32,49073,49073.0,2845
947001,18,49,77576,77576.0,1377
947026,15,42,50366,50366.0,1290
947099,12,25,34442,34442.0,1291
947123,3,8,13080,13080.0,525
947158,9,20,28607,28607.0,0
947234,7,27,43517,43517.0,0
947367,16,50,81437,81437.0,2222
947408,15,44,73511,73511.0,0
947467,14,39,56203,56203.0,1848
947497,14,45,66766,66766.0,598
947620,9,23,29256,29256.0,896
947635,13,31,48548,48548.0,0
947641,10,24,45397,45397.0,0
947679,6,56,46546,69819.0,0
947711,17,45,64416,64416.0,754
947750,6,56,88258,132387.0,0
947763,4,14,14956,14956.0,0
947778,0,0,0,0.0,0
947863,12,34,53691,53691.0,1136
947868,11,35,58323,58323.0,1031
947876,15,46,72531,72531.0,1445
947906,17,56,84598,84598.0,1113
948051,17,43,56693,56693.0,1987
948053,18,48,76618,76618.0,1153
948117,17,45,67243,67243.0,1059
948145,15,34,49416,49416.0,911
948325,8,23,24425,24425.0,532
948327,2,7,6715,6715.0,0
948404,11,21,28763,28763.0,2309
948489,15,46,73092,73092.0,2738
948576,12,28,37479,37479.0,1302
948591,10,25,38472,38472.0,969
948616,10,32,50872,50872.0,2081
948658,6,15,16987,16987.0,702
948662,15,39,62923,62923.0,511
948693,14,37,50452,50452.0,1376
948714,16,46,44982,44982.0,2203
948747,13,44,80895,80895.0,810
948783,14,35,49946,49946.0,1783
948785,15,35,60131,60131.0,1351
948815,16,41,76264,76264.0,1544
948825,15,38,56766,56766.0,0
948831,14,39,61946,61946.0,0
948950,12,40,75923,75923.0,436
948961,0,0,0,0.0,0
949134,18,56,84457,84457.0,471
949175,14,36,52309,52309.0,1633
949290,15,39,55915,55915.0,1181
949406,14,39,69747,69747.0,429
949612,1,1,602,602.0,719
949628,0,0,0,0.0,0
949821,8,22,27746,27746.0,941
949829,15,43,59632,59632.0,1827
949890,14,42,74203,74203.0,823
949952,13,34,39390,39390.0,0
949974,6,19,18342,18342.0,385
950029,17,40,60839,60839.0,1382
950107,6,32,52156,78234.0,1161
950193,14,40,53136,53136.0,971
950213,12,29,45771,45771.0,951
950216,7,40,52337,78505.5,556
950252,3,4,4556,4556.0,1460
950304,5,15,30284,30284.0,0
950336,13,33,47129,47129.0,0
950356,16,44,62615,62615.0,368
950390,4,9,11703,11703.0,0
950391,13,36,60801,60801.0,433
950393,13,33,44195,44195.0,1719
950403,16,45,59406,59406.0,2502
950437,16,48,68708,68708.0,1713
950445,15,47,90877,90877.0,3246
950446,20,49,68380,68380.0,0
950467,8,69,74745,112117.5,1202
950593,15,35,59153,59153.0,904
950660,16,39,64518,64518.0,589
950707,18,36,45245,45245.0,579
950832,15,38,55983,55983.0,2104
950896,3,7,9871,9871.0,0
950914,13,38,54261,54261.0,1289
950915,12,39,65486,65486.0,1174
950933,18,44,70162,70162.0,1773
950947,0,0,0,0.0,0
950961,0,0,0,0.0,0
950980,10,29,36279,36279.0,1079
951116,7,15,21069,21069.0,0
951226,15,41,71530,71530.0,897
951353,10,50,72471,108706.5,445
951389,12,28,47580,47580.0,865
951458,14,33,50919,50919.0,1804
951546,6,17,27727,27727.0,550
951616,14,30,42631,42631.0,461
951624,19,48,61608,61608.0,728
951712,15,49,60165,60165.0,557
951719,16,43,66665,66665.0,1385
951746,6,11,16512,16512.0,595
951781,12,36,57668,57668.0,2102
951879,5,48,62908,94362.0,595
951941,15,40,72674,72674.0,908
951954,10,33,48556,48556.0,982
952003,11,28,51271,51271.0,1234
952026,15,41,53916,53916.0,461
952077,14,36,50710,50710.0,0
952093,17,37,53873,53873.0,860
952163,0,0,0,0.0,0
952222,13,27,39075,39075.0,2223
952244,0,0,0,0.0,0
952322,15,43,60908,60908.0,1101
952326,18,44,74249,74249.0,1614
952393,5,15,23533,23533.0,0
952434,0,0,0,0.0,0
952493,16,44,65932,65932.0,619
952532,5,13,20209,20209.0,1092
952545,13,29,46425,46425.0,1640
952573,2,4,5444,5444.0,0
952582,5,45,78396,117594.0,344
952602,6,19,27952,27952.0,0
